"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","45455","Locators test","","2026-07-18","passed","2026-07-18","","01-Locators.spec.js","",""
